"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","מהירות רוח (מטר לשניה)"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 00:00","15.6","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 03:00","14.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 06:00","13.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 09:00","20.1","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 12:00","25.4","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 15:00","27.3","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 18:00","22.6","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-11-2022 21:00","16.9","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 00:00","20.4","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 03:00","21.4","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 06:00","20.2","4"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 09:00","20.7","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 12:00","24.4","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 15:00","27.7","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 18:00","25.7","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-11-2022 21:00","23.9","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 00:00","23.1","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 03:00","22.1","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 06:00","20.8","3"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 09:00","20.5","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 12:00","25.5","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 15:00","25.8","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 18:00","21.7","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-11-2022 21:00","19.3","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 00:00","15.7","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 03:00","14.9","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 06:00","14","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 09:00","17.8","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 12:00","24.5","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 15:00","23.9","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 18:00","20.9","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-11-2022 21:00","18.2","2"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 00:00","15.3","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 03:00","16.4","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 06:00","16.5","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 09:00","18.1","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 12:00","23.5","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 15:00","24.4","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 18:00","20","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-11-2022 21:00","17.6","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 00:00","16.6","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 03:00","16.6","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 06:00","16.1","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 09:00","16","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 12:00","15.2","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 15:00","19.7","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 18:00","18.8","7.3"
"חיפה בתי זיקוק 01/1999-03/2025","25-11-2022 21:00","19","6"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 00:00","14.1","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 03:00","16.4","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 06:00","18.3","10.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 09:00","18.7","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 12:00","21.1","8.2"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 15:00","21.2","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 18:00","16.8","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-11-2022 21:00","14.7","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 00:00","14.9","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 03:00","12.4","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 06:00","12.7","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 09:00","15.5","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 12:00","19.9","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 15:00","20.3","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 18:00","19","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","27-11-2022 21:00","19.1","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 00:00","19.1","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 03:00","18.3","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 06:00","18.1","8.4"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 09:00","18.5","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 12:00","22.7","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 15:00","23.4","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 18:00","21.7","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","28-11-2022 21:00","21.3","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 00:00","21.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 03:00","20.5","8.7"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 06:00","19.4","9.5"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 09:00","19.1","10.1"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 12:00","18.9","7.9"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 15:00","16.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 18:00","16.8","8.4"
"חיפה בתי זיקוק 01/1999-03/2025","29-11-2022 21:00","15.9","8.6"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 00:00","15.3","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 03:00","14.4","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 06:00","15.3","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 09:00","16","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 12:00","20.9","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 15:00","22.8","5"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 18:00","18.8","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","30-11-2022 21:00","15.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 00:00","15.1","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 03:00","14.9","5"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 06:00","12.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 09:00","16.5","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 12:00","21.1","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 15:00","25","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 18:00","19.5","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","01-12-2022 21:00","16","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 00:00","13.2","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 03:00","12.6","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 06:00","16.5","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 09:00","16.4","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 12:00","22.3","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 15:00","22.9","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 18:00","19","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","02-12-2022 21:00","16.8","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 00:00","15.6","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 03:00","12.1","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 06:00","11.1","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 09:00","14.4","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 12:00","20.7","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 15:00","23.4","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 18:00","19.1","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","03-12-2022 21:00","14.7","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 00:00","12.3","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 03:00","15.7","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 06:00","15.8","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 09:00","17.4","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 12:00","22.7","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 15:00","23.7","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 18:00","19.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","04-12-2022 21:00","17","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 00:00","14","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 03:00","12.9","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 06:00","10.9","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 09:00","13.4","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 12:00","22.5","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 15:00","22.9","5"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 18:00","19","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-12-2022 21:00","15.8","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 00:00","14.3","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 03:00","14.4","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 06:00","12.6","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 09:00","14.2","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 12:00","18.1","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 15:00","19.8","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 18:00","16.3","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","06-12-2022 21:00","14","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 00:00","15","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 03:00","14.5","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 06:00","14.1","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 09:00","15.1","6"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 12:00","19.8","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 15:00","19.4","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 18:00","18.3","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","07-12-2022 21:00","15.8","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 00:00","14.2","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 03:00","13.2","3"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 06:00","11.8","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 09:00","15","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 12:00","21.1","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 15:00","22.1","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 18:00","18.5","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-12-2022 21:00","16.5","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 00:00","13.4","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 03:00","12.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 06:00","14.1","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 09:00","15.1","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 12:00","18.9","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 15:00","22.9","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 18:00","18.3","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","09-12-2022 21:00","14.7","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 00:00","13.9","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 03:00","13.5","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 06:00","14.1","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 09:00","14.1","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 12:00","18.4","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 15:00","22.8","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 18:00","17.8","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-12-2022 21:00","14","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 00:00","15.5","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 03:00","13.7","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 06:00","12.6","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 09:00","13.2","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 12:00","18.3","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 15:00","22.1","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 18:00","18.6","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-12-2022 21:00","17.7","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 00:00","16.7","7.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 03:00","16","8"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 06:00","14.1","9.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 09:00","14.6","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 12:00","19.4","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 15:00","22","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 18:00","21","5"
"חיפה בתי זיקוק 01/1999-03/2025","12-12-2022 21:00","17.5","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 00:00","16.5","4"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 03:00","17.5","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 06:00","15.9","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 09:00","15.6","2"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 12:00","20","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 15:00","23.3","2"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 18:00","19","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-12-2022 21:00","15.9","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 00:00","15.3","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 03:00","17.4","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 06:00","16.5","7.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 09:00","15.7","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 12:00","15.6","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 15:00","16.4","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 18:00","15.3","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-12-2022 21:00","16","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 00:00","16.2","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 03:00","15.9","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 06:00","15.5","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 09:00","15.7","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 12:00","19.5","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 15:00","19.9","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 18:00","17.7","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-12-2022 21:00","16.2","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 00:00","15","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 03:00","13.5","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 06:00","13","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 09:00","16.2","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 12:00","21.3","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 15:00","22","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 18:00","19.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-12-2022 21:00","17.4","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 00:00","14.7","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 03:00","14.1","4"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 06:00","14.2","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 09:00","17.7","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 12:00","22.7","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 15:00","25.2","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 18:00","19.9","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","17-12-2022 21:00","16.1","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 00:00","14.7","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 03:00","18.4","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 06:00","17.8","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 09:00","18.1","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 12:00","23.1","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 15:00","25.1","3"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 18:00","20.4","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","18-12-2022 21:00","15.7","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 00:00","15.9","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 03:00","17.8","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 06:00","16.7","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 09:00","16.5","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 12:00","21.8","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 15:00","24.2","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 18:00","18.8","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","19-12-2022 21:00","14.6","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 00:00","16.3","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 03:00","16.3","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 06:00","15.7","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 09:00","16.5","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 12:00","21.5","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 15:00","24.1","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 18:00","17.7","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-12-2022 21:00","15.1","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 00:00","12.6","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 03:00","10.4","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 06:00","10.8","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 09:00","12.4","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 12:00","20.2","2"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 15:00","20.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 18:00","16","8.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-12-2022 21:00","14.1","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 00:00","13","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 03:00","11","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 06:00","11.9","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 09:00","13.5","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 12:00","17.6","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 15:00","20","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 18:00","17.5","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-12-2022 21:00","16.2","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","23-12-2022 00:00","15.8","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","23-12-2022 03:00","15.7","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","23-12-2022 06:00","14.4","9.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-12-2022 09:00","14.6","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","23-12-2022 12:00","17.3","3.4"
